Class,Method,Line,Operator,Count,Label,NumTestCovered,NumExecuteCovered,NumMutantAssertion,NumClassAssertion,TypeReturn,DIT,NOCh,VG,TLOC,NBD,Ce,Ca,I
asw.agents.util.Assert,isEmailEmpty,20,NegateConditionalsMutator,1,KILLED,17,61,45,79,Z,1,0,2,7,1,1,5,0.1666666666666666
asw.agents.util.Assert,isEmailEmpty,23,BooleanTrueReturnValsMutator,1,KILLED,15,52,39,79,Z,1,0,2,7,1,1,5,0.1666666666666666
asw.agents.util.Assert,isEmailValid,56,NegateConditionalsMutator,1,KILLED,15,52,39,79,Z,1,0,2,8,1,1,5,0.1666666666666666
asw.agents.util.Assert,isEmailValid,59,BooleanFalseReturnValsMutator,1,KILLED,13,43,33,79,Z,1,0,2,8,1,1,5,0.1666666666666666
asw.agents.util.Assert,isIdValid,110,NegateConditionalsMutator,1,KILLED,4,13,13,79,Z,1,0,2,6,2,1,5,0.1666666666666666
asw.agents.util.Assert,isIdValid,113,BooleanFalseReturnValsMutator,1,KILLED,3,9,9,79,Z,1,0,2,6,2,1,5,0.1666666666666666
asw.agents.util.Assert,isIdentEmpty,34,NegateConditionalsMutator,1,KILLED,8,28,26,79,Z,1,0,2,7,1,1,5,0.1666666666666666
asw.agents.util.Assert,isIdentEmpty,37,BooleanTrueReturnValsMutator,1,KILLED,7,24,22,79,Z,1,0,2,7,1,1,5,0.1666666666666666
asw.agents.util.Assert,isKindCodeCorrect,82,NegateConditionalsMutator,1,KILLED,1,3,3,79,Z,1,0,2,6,2,1,5,0.1666666666666666
asw.agents.util.Assert,isKindCodeCorrect,85,BooleanFalseReturnValsMutator,1,KILLED,1,3,3,79,Z,1,0,2,6,2,1,5,0.1666666666666666
asw.agents.util.Assert,isKindCorrect,118,ConditionalsBoundaryMutator,1,KILLED,5,16,15,79,Z,1,0,3,6,2,1,5,0.1666666666666666
asw.agents.util.Assert,isKindCorrect,118,ConditionalsBoundaryMutator,2,KILLED,5,16,15,79,Z,1,0,3,6,2,1,5,0.1666666666666666
asw.agents.util.Assert,isKindCorrect,118,NegateConditionalsMutator,1,KILLED,5,16,15,79,Z,1,0,3,6,2,1,5,0.1666666666666666
